id,title,venue,year,fos,references,keywords,n_citation,lang,abstract,publisher,CoAuthors
bb73d1d7-a9db-4842-8bde-38cda5a381b9,The importance of cytoplasm in early embryonic development.,Journal of Assisted Reproduction and Genetics,1996,"['Biology', 'Embryo', 'Embryogenesis', 'Zygote', 'Cytoplasm', 'Fragmentation', 'Genetics', 'Anatomy']","['0221eaf1-4a8c-452a-ab1e-88030172fdcc', '08ea034d-4498-4b77-a9e6-ccf350c1b26b', '19a1d166-09e4-48ad-9ebb-5533e31b2af7', '20c8489b-637e-431c-9aa5-bdae6811f89e', '6910065d-f4ae-406d-ae66-2af1a8d0fe9f', 'ab85bc4d-14b4-452f-86e6-7c348984b5e2', 'c1808a3c-b292-42da-963c-30e204d85b8f', 'e7ec1302-f2af-41fe-b184-f5880d08f226']","['mouse', 'mammalia', 'morula', 'mouse model', 'zigoto', 'zygote', 'blastocyste', 'cytoplasm', 'vertebrata', 'fragmentacion', 'embryos', 'rodentia', 'raton', 'animal', 'citoplasma', 'souris', 'developpement embryonnaire', 'cytoplasme', 'desarrollo embrionario', 'embryonic development', 'blastocisto', 'fragmentation', 'blastocyst']",50,en,"Purpose: A mouse model was used to evaluate the consequences of partial cytoplasm removal, which mimics the consequence of human early embryo fragmentation, at the one-cell stage on embryonic development to the morula and blastocyst stages.",J Assist Reprod Genet,['Kangpu Xu']
bbcca161-21e1-4a85-b687-bac7240e637c,Co –transplantation of ovarian tissue with endothelial cells for reduction of graft ischemia,Fertility and Sterility,2014,None,None,None,None,en,None,Elsevier,"['Limor Man', 'David E. Reichman', 'K. Chao', 'G.L. Schattman', 'Daylon James']"
bbd35dd2-229d-4bfd-bd35-6d9ef63625b6,Oolemma characteristics in relation to survival and fertilization patterns of oocytes treated by intracytoplasmic sperm injection,Human Reproduction,1996,"['Biology', 'In vitro', 'Genetics', 'Anatomy', 'Microinjection', 'Surgery']","['0d811b24-97e0-494a-9cd7-d02d0c32071b', '3251875e-ef34-4b99-8b94-a43b9681dea7', '4ed8413f-2850-46c7-9447-d3038ccbdcbf', '62a06729-4af3-4bfb-853d-3f7c3a9918ff', '62a294c5-1c93-47e5-9be3-d35fd7342cf4', '65773ad1-79c6-4c4a-a86d-7d44ed02ce48', '6a10f3a0-55ba-4288-b6e1-dd8730cb722c', '71c20aa8-5a63-4ea7-8834-2b7ade7c6578', '8e413758-ac5f-4bff-8b20-c3d2ee9f496d', '9989c8bf-a4ac-4d23-be23-f05f71188968', 'b48a3e73-bd6e-4093-a64b-eca89277a535', 'c7f6d597-bb87-4665-92e6-b0067bf37161', 'cd118875-aac5-4950-aeeb-8f333d899071']","['fecondation', 'membrane plasmique', 'procreacion asistida', 'microinyeccion', 'celula germinal', 'micromanipulation', 'ovocito', 'oocyte', 'injection spermatozoide intracytoplasmique', 'cellule germinale', 'hombre', 'microinjection', 'fecundation', 'site injection', 'inyeccion espermatozoide intracitoplasmica', 'membrana plasmatica', 'intracytoplasmic sperm injection', 'fecundacion', 'injection site', 'procreation assistee', 'micromanipulacion', 'rupture', 'analyse correlation', 'human', 'assisted procreation', 'sitio inyeccion', 'ovocyte', 'plasma membrane', 'germinal cell', 'ruptura', 'in vitro', 'analisis correlacion', 'homme', 'correlation analysis']",129,en,"The aim of this study was to analyse the various reactions displayed by the oolemma to the penetrating pipette during intracytoplasmic sperm injection (ICSI) and correlate mem with clinical factors, oocyte survival and fertilization patterns. Three types of oolemma responses were observed: normal breakage, when the injection needle created an invagination that ruptured at the approximate centre of the egg; sudden breakage, when the membrane broke without creating a funnel; and difficult breakage, when the membrane did not break or broke after several penetration attempts. A total of 2928 oocytes were analysed with the following observations: 73.9% (n = 2164) experienced normal breakage, 11.8% (n = 345) sudden breakage, and 143% (n = 419) difficult breakage. The survival rate and number of normally fertilized oocytes were significantly lower and the incidence of digynic oocytes was significantly higher in the sudden breakage group; furthermore, in this group a significantly shorter length of stimulation was observed along with lower serum oestradiol concentrations when compared to oocytes experiencing normal and difficult breakage patterns. These recorded patterns were predictive of the survival and fertilization ability of the injected oocytes, as well as the incidence of digyny. The link between membrane behaviour and various clinical parameters appears to indicate a correlation between the modality of stimulation and oolemma characteristics.",Oxford University Press,"['G.D. Palermo', 'Mina Alikani', 'Massimo Bertoli', 'Liliana T. Colombero', 'F. Moy', 'Jacques Cohen']"
bc3f6645-79a9-4dae-a0d3-b04a00d4d062,Fertility Preservation in Breast Cancer Patients: A Prospective Controlled Comparison of Ovarian Stimulation With Tamoxifen and Letrozole for Embryo Cryopreservation,Journal of Clinical Oncology,2005,"['Biology', 'Endocrinology', 'Embryo', 'Gynecology', 'Cryopreservation', 'Genetics', 'Surgery']","['0f5f4161-12ec-4864-9b88-cdfa7aab0678', '0fdd4a9d-d7f7-442d-901c-6d98a2bf3e74', '116a8b34-1b22-4f01-994d-911d64c393fe', '12b8077f-55fb-4e23-b0d8-87a100c1d022', '14ffec70-d506-4fc1-b789-705e9f59ac8b', '1f14fdac-df63-4aab-a3ad-b47413048c08', '23fe4bee-3b79-45c0-b348-d02fd9a620cd', '4da8e5d8-00bd-4ed4-8a79-f65301d0eb70', '574ad9fb-1b40-4150-9d19-3dade20f449f', '57cb54d4-4566-459d-bcb3-c5d9b09868e1', '5d70ea45-3ba6-4ab0-af6b-7b2fd80f95be', '63cc3715-c568-40b0-ae9e-535c29e1f32d', '6b2f1c5d-0ef1-48bf-8bd3-4d86a530c509', '7f669ff1-04b5-49be-ae9c-082ee8469a00', '83ed5182-7a5a-40f2-b75d-865dfbc413d0', '8aadb8bf-46b1-47f4-84fb-557c6ef5e966', '90807dce-e647-4f69-9cf1-2e19d702886b', '9704bc8e-68de-4289-aaae-2879c2cf0d3e', '9e5d78a0-297c-43cb-841f-41e946fb9b10', 'a9f965c1-e8ef-4dbd-acd7-6ca45c610cb7', 'ba7ec78a-95fe-4e90-b19e-b6c8f07b8338', 'c253e5ca-193f-43a7-8628-88a483a3d216', 'c79f9f27-92c8-454a-874e-246aa951ebac', 'c8415c94-a491-4e27-a6c8-8dbfc268e09c', 'd2617b63-91e4-4847-be04-465985fc3ada', 'db6a4852-a4f8-457d-8190-faf2f0910b23', 'e15bb87a-43e5-4413-bb4b-7b46640d769c', 'e2d9875a-ef6f-48a5-a555-2117e35467a1', 'ec9a30f9-d99a-441f-a78c-172a31cdcd42', 'f005bbf8-7185-488a-9e47-8c23ad93787f', 'f306b48c-3f0f-4041-82d1-af5ceb5a8745', 'fdddc47f-ba6e-4fe2-81c1-8702b803a536']","['letrozole', 'anticancereux', 'cancerology', 'glandula mamaria patologia', 'antiestrogeno', 'letrozol', 'estrogen synthase', 'tumor maligno', 'antioestrogene', 'inhibiteur enzyme', 'estudio comparativo', 'enzyme inhibitor', 'antiestrogen', 'enzyme', 'hombre', 'crioconservacion', 'cryoconservation', 'enzima', 'ovario', 'embryos', 'compose non steroide', 'ovaire', 'etude comparative', 'ovary', 'prospectiva', 'embryon', 'prospective', 'stimulation', 'triazole derivatives', 'tamoxifene', 'cancerologie', 'aparato genital hembra', 'human', 'comparative study', 'antihormona', 'cancer del pecho', 'fertilite', 'appareil genital femelle', 'embryo', 'mammary gland diseases', 'non steroid compound', 'preservation', 'antineoplastic agent', 'embrion', 'estimulacion', 'tumeur maligne', 'triazole derive', 'compuesto no esteroide', 'cryopreservation', 'fertilidad', 'antihormone', 'cancerologia', 'triazol derivado', 'fertility', 'cancer sein', 'preservacion', 'breast cancer', 'tamoxifeno', 'anticanceroso', 'glande mammaire pathologie', 'malignant tumor', 'homme', 'female genital system', 'inhibidor enzima']",436,en,"Purpose To develop safe ovarian stimulation methods to perform in vitro fertilization (IVF) in breast cancer patients who wish to preserve their fertility via embryo cryopreservation before chemotherapy. Patients and Methods Sixty women (age range, 24 to 43 years) with breast cancer were prospectively studied. Twenty-nine patients underwent 33 ovarian stimulation cycles with either tamoxifen 60 mg/d alone (Tam-IVF) or in combination with low-dose follicle-stimulating hormone (TamFSH-IVF) or letrozole 5 mg in combination with FSH (Letrozole-IVF). After IVF, all resultant embryos were cryopreserved to preserve fertility. Recurrence rates were compared with controls (n 31) who elected not to undergo IVF. Results Compared with Tam-IVF, both TamFSH-IVF and Letrozole-IVF patients had greater numbers of follicles (2 0.3 v 6 1 and 7.8 0.9, respectively; P .0001), mature oocytes (1.5 0.3 v 5.1 1.1 and 8.5 1.6, respectively; P .001), and embryos (1.3 0.2 v 3.8 0.8 and 5.3 0.8, respectively; P .001). Peak estradiol (E2) levels were lower with Letrozole-IVF and Tam-IVF compared with TamFSH-IVF. After 554 31 days (range, 153 to 1,441 days) of follow-up, cancer recurrence rate was similar between IVF and control patients (three of 29 v three of 31 patients, respectively; hazard ratio, 1.5; 95% CI, 0.29 to 7.4), and this estimate was not affected by cancer stage. Conclusion The combination of low-dose FSH with tamoxifen (TamFSH-IVF) or letrozole (Letrozole-IVF) results in higher embryo yield compared with Tam-IVF. Recurrence rates do not seem to be increased, but the letrozole protocol may be preferred because it results in lower peak E2 levels.",American Society of Clinical Oncology,"['Kutluk Oktay', 'Erkan Buyuk', 'N. Libertella', 'Munire Akar']"
bc70f271-1a4a-4b1d-962e-1db09f98ec25,Relationship between maternal age and aneuploidy in in vitro fertilization pregnancy loss,Obstetrical & Gynecological Survey,2004,"['Biology', 'In vitro fertilisation', 'Medicine', 'Gynecology', 'Obstetrics', 'Genetics']",None,"['in vitro fertilization', 'pregnancy loss', 'maternal age']",50,en,"The goal of this retrospective study was to determine the rate of miscarriage in in vitro fertilization (IVF) pregnancies after sonographic confirmation of cardiac activity at 7 weeks gestation. The study included 2014 consecutive IVF pregnancies, from the years 1991 to 1996, in which fetal cardiac activity was documented. Standard ovulation induction protocols were used to prepare for IVF-embryo transfer. Selected embryos were transferred into the uterine cavity approximately 72 hours after being retrieved. The number of embryos transferred increased with advancing age, up to 5 for women more than 40 years of age. Pregnancy loss (spontaneous abortion [SAB]) occurred in 233 patients, 11.6% of the total. Losses clearly increased with advancing age, from 5.3% in women 30 years of age and younger to 22.2% in those aged 40 and older. Pregnancy loss was more likely in women with singleton pregnancies compared with those with multiple gestations (16.1% vs. 5.4%), but the former women were significantly older. More than one fourth of women aged 40 years and older failed to deliver a live-born infant. An age effect was also noted in women with SAB, but the SAB rate for multiple gestations was lower than in singleton pregnancies for all age groups. Cytogenetic analysis was carried out in 74 pregnancy losses and an abnormal karyotype was identified in 52 of them (71.2%). The rate of chromosomal aneuploidy was 82% in women aged 40 and older and 65% in those less than 40 years of age (odds ratio, 3.35). Approximately 4 in every 5 fetuses with an abnormal karyotype had trisomies, most frequently in chromosomes 21, 16, 22, 15, and 18 (in descending order). These data are from a single institution, and fetal age was precisely documented in all cases. A significant risk of pregnancy loss must be taken into account when counseling women about how many embryos will be transferred after IVF. Chromosomal aneuploidy appears to be the major underlying cause of these losses.",Lippincott Williams & Wilkins,"['Steven D. Spandorfer', 'Owen K. Davis', 'Larry I. Barmat', 'P. Chung']"
bd96a873-fadd-475a-9f0d-7699e8265c3a,Estradiol level as a parameter for optimal ovulation trigger day in IVF/ICSI cycles,Fertility and Sterility,2014,None,None,None,None,en,None,Elsevier,"['A.P. Melnick', 'E.M. Murphy', 'Asmaa A. Khalifa', 'Rony T. Elias']"
bdc0a5a1-fe60-414f-a471-7cc2f17eb6e7,Concomitant gonadotropin-releasing hormone agonist and menotropin treatment for the synchronized induction of multiple follicles,Fertility and Sterility,1988,"['Biology', 'Endocrinology', 'Gynecology', 'Immunology']","['0c54f645-045c-407b-85dd-f8b116265257', '1dce0134-e0f9-4c72-a8b8-94d5827f430d', '23bc6162-8080-4d2e-a36a-3813921c75d9', '25c48310-f81d-4fe5-a12a-5c1a706fe4b3', '386d4add-5506-4ba8-ab1d-dc723fbf6617', '3b769899-a0ff-418f-ad7a-18e78a16cd90', '44f001a3-4376-4621-9eca-ac16ba4e034b', '4618799c-3bd2-49ca-985a-32db2cb97f83', '461a2a82-315b-47c8-a419-230f44f6e065', '498e1a4c-1b1d-4719-934d-44f515126a46', '53f0e811-01e9-4216-be42-9efc4eb1d683', '69e6c822-2764-48b4-b879-947a9fb413c8', '6faebfc4-d32d-4135-949d-6b02f236c54e', '8520ee74-47e4-443c-8603-3751036576ba', 'b3761c39-0e10-48b1-ad51-fa02aa616f43', 'b84f3be0-0bd1-4e56-a54a-90b84f0e5cb7', 'c92452f4-0a3a-4eb2-8dc6-8351396f9b3a', 'cc7bf0f2-b2ba-4ae1-af82-8d40b6de5b35', 'd0743f89-3fee-491a-bd20-e8ef68653e29', 'e9b956b2-374b-4c30-991f-0a3cb80635b2', 'f11ce782-4e2c-4b0d-87da-c646f0b638f0', 'f9b20541-f933-4096-823f-f1c5b2cc64b2']",None,93,en,"In an effort to overcome possible interference by endogenous gonadotropin-ovarian hormone dynamics, desensitization of the pituitary gonadotropins by a gonadotropin-releasing hormone agonist (GnRHa) was achieved in 12 women with repeatedly failed attempts at multiple follicular stimulation. Eight women were scheduled for in vitro fertilization (IVF) and embryo transfer (ET), and 4 for gamete intrafallopian transfer (GIFT). Stimulation failure was characterized by premature luteinization, poor estradiol (E2) response, or inadequate follicular growth. The agonist was administered by nasal spray 500 to 600 μg/day beginning on days 21 to 23 of the menstrual cycle. A rapid desensitization occurred by 7.6 ± 0.6 days (mean ± standard error [SE]) following the initial dose. Gonadotropin stimulation was begun when pituitary and ovarian suppression was judged to be adequate. In response to gonadotropin stimulation, a continuous rise of E2 was observed in all patients with a mean of 989 ± 46 pg/ml on the day of hCG. A cohort of synchronized follicles was recruited and matured. The mean number of growing follicles per patient was significantly higher (P < 0.0001) in combined therapy than in previously failed cycles (8.0 ± 0.3 versus 3.2 ± 0.1). All the patients underwent oocyte retrieval and 94.3% of the harvested oocytes were preovulatory. A high fertilization rate (89.7%) of the inseminated oocytes occurred in IVF patients.",Elsevier,"['R. E. Palermo', 'Gaspare Amodeo', 'Daniel Navot', 'Cittadini E']"
bdc2d102-f9f4-42ad-b969-50769de0879b,Male infertility in the era of ART: why treat; how to treat.,Seminars in Reproductive Medicine,2009,"['Biology', 'Endocrinology', 'Andrology', 'Gynecology']",None,"['preface', 'male infertility']",50,en,None,© Thieme Medical Publishers,['Marc Goldstein']
bdd14a71-88c5-4020-905e-f89bf3037551,The effect of paternal age on shared recipient oocyte donation (OD) cycles,Fertility and Sterility,2012,['Andrology'],None,None,None,en,None,Elsevier,"['L. Meyer', 'L. Zakarin', 'David E. Reichman', 'S.D. Spandorfer']"
bdd839f2-3597-451e-b02f-418e38ca5d07,Further evidence of the safety of assisted reproductive technologies.,Proceedings of the National Academy of Sciences of the United States of America,2007,"['Point mutation', 'Biology', 'Biotechnology', 'Genetics', 'Risk factor']","['359a6187-acb1-4798-9ebb-4181d5595ec4', '3ea79627-a5f4-4c95-a2bb-08ca160b11e6', '491701c2-48f0-4d60-a6f7-bb90371ad694', '4da8e5d8-00bd-4ed4-8a79-f65301d0eb70', '5278667e-22bb-4b85-865d-7e8d58b138a8', '6bd898ae-f8be-4958-a9c5-8e9e1d51d8d3', '6e4480c9-098f-4f67-9934-ba26b6ffab22', '705cde9a-e258-431e-bd18-2c5d78fe129d', '797ea3be-d51e-4c22-ad86-d14cf3ed3539', '8e413758-ac5f-4bff-8b20-c3d2ee9f496d', '96ef4ff2-a71e-4957-a917-7fcb8a16e509', '9d806a1d-0e41-45a1-a0c2-fc275ebb755d', 'a570a93c-90ed-480a-aa22-24d441fed529', 'ad13df71-8b90-4c85-9558-d295407b4d08', 'ca716db2-1f20-4160-90ef-61ebadd83a82', 'dd6f1022-2e3d-428a-96c0-28c9b1ca3990', 'edbd55e2-9e91-4edf-bcdc-50f2b3142eaa']","['animals', 'female', 'reproductive techniques assisted', 'pregnancy', 'risk factors', 'point mutation', 'fertilization in vitro', 'assisted reproduction technology', 'congenital abnormalities']",50,en,"Worldwide, it is estimated that more than 3 million babies have been born as a consequence of the application of some form of assisted reproductive technology (ART). Although the majority of children born after ART are healthy, some concerns remain regarding the safety of these novel procedures. Several studies have indicated that epigenetic programming may be disrupted after ART, because the incidence of genomic imprinting defects appears to be higher in ART offspring compared with the general population in some studies (1). Moreover, some animal studies and long-term follow-up studies of ART children have implied that there may be an increased incidence of genetic, physical, or developmental abnormalities, although several reports contradict these findings (2). Likewise, some investigators have suggested that intracytoplasmic sperm injection (ICSI), by virtue of its invasive nature, is more likely to result in genetic and/or developmental abnormalities. However, it is difficult to assess whether the purported abnormalities are a consequence of ICSI or rather result from the underlying defects responsible for the infertility. Moreover, many studies have not reported increased abnormalities after the application of ICSI (3). To clarify this issue, in a recent issue of PNAS, Caperton et al. (4) explored the influence of ART procedures on the creation of de novo point mutations in ART offspring. The incidence of point mutations in ART offspring has not been previously explored in either animals or humans. This important study provides much-needed insight on the impact of ART procedures on genomic alterations.",National Academy of Sciences,['K. Bendikson']
be560f66-f346-46a7-bc5b-e41b6a23d75a,Follicular atresia associated with concurrent initiation of gonadotropin-releasing hormone agonist and follicle-stimulating hormone for oocyte recruitment,Fertility and Sterility,1988,"['Biology', 'Endocrinology', 'Medicine', 'Pathology', 'Gynecology', 'Immunology', 'Therapy']","['02007f31-d5a1-4aca-86de-d90bdc4e6a67', '0a7f63bd-347f-4d43-8f0e-ae9e0f6a35fd', '17dbeaf1-0db7-4bb0-bfe5-07197b3dd4a6', '1a6dc8e7-b435-4846-a535-945b98bd3fe5', '23940aa3-3a96-46e8-9bad-7bb9738e9ebe', '2d5e8e19-5b4d-4edf-9099-c3bbec565080', '3d66cb82-ca3a-4427-9e5b-12c9d19a2210', '4618799c-3bd2-49ca-985a-32db2cb97f83', '50691653-2f49-4fd2-9641-8b1ad9282bd0', '59458969-0102-4283-88b4-b32cfdf3b2a4', '7b4bd999-732f-4adf-b322-bfb6fd6b5d7e', '7ec1322c-2887-4367-b352-f2ca562ac5ca', '8a3fbdf9-64ab-4e5e-bca6-c743ed857605', '8f6c4d76-04ca-4bb0-8da7-395ad9435da4', 'a36a81ad-cad0-4f0b-90df-31f7abe7b464', 'c461787a-efff-4db1-adb1-5eb0a630172a', 'c92452f4-0a3a-4eb2-8dc6-8351396f9b3a', 'd2c784c1-83e6-44ec-9a51-fc99048885df']","['hormona ovarica', 'traitement', 'female', 'tratamiento', 'agonist', 'treatment', 'hormonal investigation', 'hormone ovarienne', 'estrogen', 'foliculo ovarico', 'oestrogene', 'gonadotropina rh', 'gonadotropina', 'ovarian hormone', 'quimioterapia', 'ovarian follicle', 'progesterone', 'gonadotrophine rh', 'agonista', 'hombre', 'atresie', 'estrogeno', 'appareil genital femelle pathologie', 'estradiol', 'analisis hormonal', 'fecundacion in vitro transplante embrion', 'follicule ovarien', 'recrutement', 'aparato genital hembra patologia', 'fecondation in vitro transfert embryon', 'induccion', 'ovulation', 'hembra', 'induction', 'leuprolide', 'gonadotropin', 'human', 'exploration hormonale', 'chemotherapy', 'gonadotrophine', 'female genital diseases', 'chimiotherapie', 'gonadotropin rh', 'femelle', 'agoniste', 'atresia', 'fsh', 'ovulacion', 'recruitment', 'oestradiol', 'homme', 'reclutamiento', 'in vitro fertilization embryo transfer']",94,en,"The ability of gonadotropin-releasing hormone agonist (GnRHa) to cause an initial stimulation of serum gonadotropins was used for follicular recruitment for in vitro fertilization (IVF) in 12 patients with a history of low estradiol (E 2 ) response to conventional gonadotropin stimulation. Stimulation was initiated on cycle day 3 with concurrent administration of leuprolide (1 mg/day subcutaneously) and follicle stimulating hormone (FSH, 4 ampules/day intramuscularly). An 8-fold increase in basal serum luteinizing hormone (LH) and a 4-fold increase in basal serum FSH was seen on cycle day 4. Serum progesterone levels rose significantly by day 6. When compared to prior IVF attempts in these patients, the mean day of human chorionic gonadotropin administration and corresponding E 2  levels were not significantly different. More atretic oocytes and fewer preovulatory oocytes were retrieved using GnRHa, and no increase was seen in total oocytes retrieved. One patient was canceled for poor E 2  response, and one patient conceived, with a current viable pregnancy. It is concluded that concurrent initiation of leuprolide and FSH stimulation on cycle day 3 in patients with prior low response does not improve oocyte recruitment, and the high LH environment generated from initial stimulation of the agonist may be detrimental to normal oocyte development.",Elsevier,"['Robert G. Brzyski', 'Suheil J. Muasher', 'Kathleen Droesch', 'Simonetta Simonetti', 'Georgeanna Seegar Jones']"
be87b9ad-b155-4057-949d-1ccb49a4df26,Evaluation of genome coverage and fidelity of multiple displacement amplification from single cells by SNP array.,Molecular Human Reproduction,2009,"['Biology', 'Molecular biology', 'Copy number analysis', 'Bioinformatics', 'Copy-number variation', 'Genetics']","['00ba868e-5c4d-4c97-881b-e7017188ccca', '04f0879c-8564-4951-a382-8a79e8d9884d', '05cf650d-97fb-4190-8126-ff641bd5c17a', '05ddb6bc-e1a0-4ec9-91c6-1ea8b05f1399', '05e8b325-efc8-4246-9338-d93c79c708c3', '06b60280-d82d-48c4-bde2-d661ef3b354f', '0e1d2c14-646b-4c5d-afc5-547a627a9691', '292f08a2-e9f5-4ecf-806b-230e6c7b48a0', '38ee1420-a94d-4a98-82a2-bcfcb9ecc799', '40768709-8eb5-4caa-bf20-90ed758ee3fb', '44095f64-770a-4357-ad4b-f5ebcb635b4c', '51f3b169-56c0-4601-ae77-bead50781b7d', '53e1241e-c5d8-4d38-b131-4885a624caf4', '7d423184-6d3b-4f68-b0cf-9b23d74e0efc', '816eaa04-fc39-4fc9-9895-6522ae824a47', '82c1ce2c-ef1f-4b9d-b257-b24d97208cd3', '8d30b25e-14c0-4abb-9411-a51aa73f5fec', '8f171cd7-28ac-4573-b189-23cbb468fddd', '96c89f26-dcce-488a-9cd4-7e027c482836', '96efc0e1-fb5a-4530-91cb-72fbe53fabb2', '974aeb3e-97de-4d91-9020-66b24108a795', '99c4a1d6-29d2-4e14-acbe-d07037c51783', 'a3b351b4-8786-4113-8b1b-006fa3003777', 'a7ea6c5e-2806-402f-a543-54e96e73d281', 'c1d7d47c-2a75-4d62-98ba-670297d3952b', 'c25a1086-ff6c-41b7-a0d7-d1fb066b0ebb', 'd8a432ef-919b-4e89-b07e-822d96cc0402', 'e0c51804-4c81-46db-a30b-3e7bd505b4d9', 'eac314d2-63a8-4030-8f2b-3c7a8e9b37f1']","['chromosome aberrations', 'amplificacion', 'limiting factor', 'clinical application', 'deplacement', 'cell', 'hombre', 'desplazamiento', 'whole genome amplification', 'genetics', 'copy number', 'multiple displacement amplification', 'single cell', 'pgd', 'genome human', 'snp array', 'preimplantation genetic diagnosis', 'genome', 'human', 'chromosomal abnormalities', 'displacement', 'humans', 'genoma', 'genome coverage', 'cellule', 'copy number variation', 'polymorphism single nucleotide', 'amplification', 'celula', 'oligonucleotide array sequence analysis', 'homme', 'chromosomal abnormality', 'cell line']",50,en@@@zh_chs,"The scarce amount of DNA contained in a singe cell is a limiting factor for clinical application of preimplantation genetic diagnosis mainly due to the risk of misdiagnosis caused by allele dropout and the difficulty in obtaining copy number variations in all 23 pairs of chromosomes. Multiple displacement amplification (MDA) has been reported to generate large quantity of products from small amount of templates. Here, we evaluated the fidelity of whole-genome amplification MDA from single or a few cells and determined the accuracy of chromosome copy number assessment on these MDA products using an Affymetrix 10K 2.0 SNP Mapping Array. An average coverage rate (86.2%) from single cells was obtained and the rates increased significantly when five or more cells were used as templates. Higher concordance for chromosome copy number from single cells could be achieved when the MDA amplified product was used as reference (93.1%) than when gDNA used as reference (82.8%). The present study indicates that satisfactory genome coverage can be obtained from single-cell MDA which may be used for studies where only a minute amount of genetic materials is available. Clinically, MDA coupled with SNP mapping array may provide a reliable and accurate method for chromosome copy number analysis and most likely for the detection of single-gene disorders as well.",Oxford University Press,"['Zhuang Gl', 'B. Tazon-Vega', 'C. T. Zhang', 'Baoqiang Cao', 'Kangpu Xu']"
beb44f8f-8346-41f5-bbbd-d6710030dd0c,Impact of obesity on assisted reproductive outcomes of poor responders,Fertility and Sterility,2010,"['Biology', 'Medicine']",None,['assisted reproduction'],None,en,None,Elsevier,"['J.Y.J. Huang', 'T. Singer', 'Zev Williams', 'S.D. Spandorfer', 'D. Owen']"
bee913fb-5606-4e52-9a71-02b4c0356674,The incidence of both serious and minor complications in young women undergoing oocyte donation,Fertility and Sterility,2008,"['Biology', 'In vitro fertilisation', 'Andrology', 'Medicine', 'Informed consent', 'Gynecology', 'Egg donation', 'Genetics', 'Surgery']","['0cb8d9cd-86b0-471b-bf58-e860aefa0639', '1ba78b04-6393-4d17-a775-37e1ef444976', '1e26056c-2c5b-453c-888f-bc7152279314', '1e9cf778-956c-4ad8-a09b-60d8bf13f94b', '1f474057-3e77-4d80-a8bd-f5ffd17c5ee3', '223d63af-0cea-454c-9fe7-6ec4b5e3d137', '27f1b0d2-d30c-405d-8df7-1d8ec6398b96', '28419d9c-a5f6-49d7-812a-bd3a840054cc', '39976850-8557-4f5b-b767-fd7c0c425ed3', '472746b0-4723-4784-a067-fcc2e9b1400f', '5451d26f-5e75-4e22-9d99-b0bad6b1da78', '6d2af3a8-e307-4c27-9e20-cdbb3c7e82bc', '72c472fa-6e76-448c-a8c8-aa20fd4604a2', '770ad7cb-4ba8-4744-a1bb-8715be3a27a7', '838e4228-372d-4c49-87e8-ccbcc584fc71', '8f462373-282f-47cb-892d-84703c18d18d', '90807dce-e647-4f69-9cf1-2e19d702886b', '94d7d3fe-e5a8-43e1-987f-f7164daf1069', '9d54fbf3-2f85-49f5-87b0-3dccc5df0985', 'a0030fb8-448e-44f1-818f-c6898f71b514', 'b5a381e4-239f-4e15-9e2f-330ff43c5bbd', 'bc679001-1ef6-414e-a1bb-6855852a5a31', 'cc5b5f4e-b6f0-475e-be6a-0d2025d0e5bb', 'ce48f5f8-05f9-4739-a234-cee152451a57', 'd90542ca-11e0-4027-88cf-9445ee263a05', 'df2e938a-018e-46b5-95d5-c15ee8c62c79', 'ebbc0aab-0a96-4762-b514-7abb421053ee']","['art complications', 'ivf', 'egg donation', 'informed consent', 'young women', 'oocyte donation']",77,en,"Objective  To investigate the incidence of serious and minor complications experienced by women undergoing controlled ovarian hyperstimulation and oocyte retrieval for oocyte donation.  Design  Retrospective study.  Setting  University-based IVF center.  Patient(s)  Five hundred eighty-seven donors underwent 973 cycles of controlled ovarian hyperstimulation and 886 oocyte retrievals for anonymous or directed oocyte donation.  Intervention(s)  Controlled ovarian hyperstimulation; oocyte retrieval.  Main Outcome Measure(s)  Complications of the procedure.  Result(s)  The rate of serious complications, which included ovarian hyperstimulation syndrome, ovarian torsion, infection, and ruptured ovarian cyst, was 6 in 886 (0.7%) retrieval cycles. The rate of minor complications severe enough to prompt the donor to seek medical attention after retrieval was 8.5%. The cancellation rate after stimulation cycle initiation was approximately 9%, regardless of whether the donation was anonymous or directed.  Conclusion(s)  This study provides information on the incidence of serious complications experienced by oocyte donors after controlled ovarian hyperstimulation and oocyte retrieval. It provides evidence that with careful monitoring, and when a liberal cancellation policy is followed, oocyte donors experience lower rates of ovarian hyperstimulation syndrome, compared with infertile women undergoing IVF. Furthermore, the study provides the first set of data on the rate of symptomatic minor complications experienced by oocyte donors. This information will help clinicians administer appropriate informed consent to the young women who present themselves as potential oocyte donors.",Elsevier,"['Kara N. Maxwell', 'Ina N. Cholst']"
bf19c48c-ce2b-4147-9527-bd65ce603e42,Effect of different doses of hCG on IVF outcomes,Fertility and Sterility,2003,None,None,None,None,en,None,Elsevier,"['Hey-Joo Kang', 'Glenn L. Schattman']"
